issueid,dekaid,year,category,issueno,lawids,fact,decision,isact,isexternalelements,isinternalelement,isintent,isneglect,iscause,isjustify,isexcuse,isguilty,isattempt,isattemptimpossible
848,10497/2553,2553,LB,1,"CC-290-00,CC-068-00",ผู้ตายเมาสุราก่อเหตุขึ้นก่อน โดยพูดจาทำนองหาเรื่องจำเลยเมื่อจำเลยเดินหนีไม่ตอบโต้ ผู้ตายยังเดินตามและใช้ไม้ตีจำเลยที่หลัง 1 ครั้ง แล้วผู้ตายจะใช้ไม่ตีจำเลยอีก <discr>นับเป็นภยันตรายที่ใกล้จะถึงและไม่มีทางหลีกเลี่ยงได้</discr> การที่จำเลยหันกลับมาชกผู้ตายซึ่งอยู่ในระยะประชิดเพื่อป้องกันตัวแม้จะเป็นการชกโดยแรงแต่ก็เป็นการชกเพียงครั้งเดียว และเมื่อจำเลยชกผู้ตายล้มลงจำเลยก็ไม่ได้ชกผู้ตายซ้ำอีก ,การกระทำของจำเลยเป็นการป้องกันพอสมควรแก่เหตุและไม่เกินกว่ากรณีแห่งการจำต้องกระทำเพื่อป้องกัน ไม่เป็นความผิดตาม ป.อ. มาตรา 68,1,1,1,1,-1,1,1,-1,0,-1,-1
849,1262/2553,2553,LB,1,"CC-288-00,CC-068-00",ผู้ตายใช้มีดอีโต้ไล่ฟันจำเลยมาแล้ว ต่อมาผู้ตายขับรถยนต์กระบะกลับมาที่บ้านของจำเลยอีกครั้ง โดยผู้ตายเหน็บอาวุธปืนพกลูกซองสั้นไว้ที่เอวด้านหน้าขึ้นบันไดไปหาจำเลยที่ชั้นบน และร้องท้าทายจำเลยให้เอาอาวุธปืนของจำเลยมายิงกันให้ตายกันไปข้างหนึ่ง <discr>การกระทำของผู้ตายที่พาอาวุธปืนมาท้าทายจำเลยดังกล่าวหาใช่เป็นการข่มขู่จำเลยตามที่โจทก์ฎีกาไม่ แต่ฟังได้ว่าผู้ตายมีเจตนาจะเข้ามาใช้อาวุธปืนยิงทำร้ายจำเลย จึงนับเป็นภยันตรายที่ใกล้จะถึงตัวจำเลย</discr> แม้ ย. และ ท. ซึ่งอยู่ใต้ถุนบ้านจะไม่เห็นเหตุการณ์ที่เกิดขึ้นที่ชั้นบน แต่ ย. และ ท. ได้ยินเสียงตึงตังโครมครามและได้ยินเสียงจำเลยร้องให้ช่วยก่อนที่เสียงปืนจะดังขึ้น <discr>อันแสดงว่าเมื่อผู้ตายขึ้นไปพบจำเลยแล้วมีการต่อสู้กัน จำเลยจึงชอบที่จะใช้สิทธิป้องกันตนให้พ้นจากภยันตรายซึ่งเกิดจากการประทุษร้ายของผู้ตายได้</discr> การที่จำเลยยิงปืน 2 นัด แต่ลูกกระสุนปืนถูกผู้ตายเพียงนัดเดียว เมื่อผู้ตายถูกยิงแล้วจำเลยไม่ได้ใช้อาวุธปืนยิงผู้ตายอีก ,จึงเป็นการป้องกันที่พอสมควรแก่เหตุตาม ป.อ. มาตรา 68,1,1,1,1,-1,1,1,-1,0,-1,-1
850,1402/2553,2553,LB,1,"CC-288-00,CC-068-00",ข้อเท็จจริงได้ความจากคำเบิกความของพยานทั้งสองว่า หลังจากผู้ตายเปิดประตูรถและเกาะประตูรถถีบจำเลยแล้ว ช. ได้เข้าไปดึงตัวผู้ตายจากรถของจำเลย ในเวลานั้นหากจำเลยซึ่งนั่งอยู่ในรถไม่ประสงค์จะมีเรื่องกับผู้ตายก็น่าจะขับรถออกจากบริเวณนั้นไปเสีย แต่จำเลยกลับลงจากรถตามผู้ตายไปจนเกิดเหตุชกต่อยกัน<discr>แสดงให้เห็นว่าจำเลยสมัครใจลงไปทะเลาะวิวาทกับผู้ตาย</discr> ดังนั้น แม้จำเลยจะถูกผู้ตายใช้ไม้ตีที่ศีรษะก่อนและจะตีซ้ำอีกจำเลยจึงใช้มีดแทงผู้ตายถึงแก่ความตาย,จำเลยก็ไม่อาจอ้างว่าเป็นการกระทำเพื่อป้องกันโดยชอบด้วยกฎหมายตาม ป.อ. มาตรา 68 ได้,1,1,1,1,-1,1,0,0,1,0,-1
851,2550/2553,2553,LB,1,"CC-288-00,CC-080-00,CC-068-00,CC-062P1-00",ขณะเกิดเหตุเป็นเวลากลางคืน จำเลยนอนในเปลที่ขนำในนากุ้งเพื่อเฝ้าดูแลรักษาทรัพย์สินของตน เมื่อจำเลยเห็นรถยนต์แล่นผ่านเข้ามาใกล้ก็ใช้สปอทไลท์ส่องซึ่งจะทำให้ผู้ที่ผ่านมาทราบว่ามีผู้เฝ้าดูแลอยู่ในบริเวณนั้น อันเป็นการกระทำเพื่อรักษาทรัพย์สินของตน แต่โจทก์ร่วมกลับขับรถแล่นเข้ามาบริเวณที่เกิดเหตุซึ่งมิใช่ถนนสาธารณะที่ใช้สัญจรทั่วไป แต่เป็นถนนทางเข้านากุ้งในยามวิกาลเวลาประมาณ 3 นาฬิกา แล้วชนรถจักรยานยนต์ของจำเลยซึ่งจอดอยู่หน้าขนำ <discr>ย่อมทำให้จำเลยตกใจกลัวและสำคัญผิดว่าเป็นภยันตรายที่ใกล้จะถึงจากคนร้ายที่มุ่งเข้าทำร้ายตน</discr> การที่จำเลยใช้อาวุธปืนยิงขึ้นฟ้าก่อนและยิงอีก 1 นัด ในระยะเวลาที่ใกล้ชิดต่อเนื่องกันขณะ ช. และโจทก์ร่วมกำลังเปิดประตูรถออกมา <discr>ย่อมทำให้จำเลยเข้าใจว่าผู้ที่อยู่ในรถมีอาวุธ หากจำเลยช้าเพียงเล็กน้อย จำเลยก็อาจได้รับอันตรายร้ายแรงได้ จึงเป็นการป้องกันตนให้พ้นจากภยันตรายที่จำเลยสำคัญผิดว่าจะเกิดขึ้นแก่ตนและเป็นภยันตรายที่ใกล้จะถึง</discr> อีกทั้งหลังจากจำเลยยิงปืนนัดที่สองไปแล้ว จำเลยก็วิ่งหลบหนีไปในทันทีโดยมิได้ยิงหรือทำร้ายโจทก์ร่วมหรือ ช. ซ้ำอีก ทั้งที่มีโอกาสเนื่องจากโจทก์ร่วมถูกกระสุนปืนได้รับบาดเจ็บและลงมาจากรถแล้ว <discr>การกระทำของจำเลยดังกล่าวจึงเป็นการกระทำพอสมควรแก่เหตุเพื่อให้ตนพ้นจากภยันตรายที่จำเลยสำคัญผิดว่าจะเกิดขึ้น</discr>,อันเป็นการป้องกันโดยชอบด้วยกฎหมายโดยสำคัญผิดตาม ป.อ. มาตรา 68 ประกอบมาตรา 62 วรรคแรก,1,1,1,1,-1,1,1,-1,0,-1,-1
852,594/2507,2507,LB,1,"CC-300-00,CC-059P4-00",จำเลยเป็นตำรวจ เชื่อโดยสุจริตว่าปืนที่มีบุคคลหนึ่งเก็บได้และมอบให้นั้นไม่มีกระสุนปืนบรรจุอยู่ จึงเอาปืนเหน็บไว้ที่เอว ต่อมาเนื่องจากการนั่งลุกของจำเลย เป็นเหตุให้กระสุนปืนที่จำเลยพกลั่นไปถูกผู้เสียหาย,ดังนี้ จะเอาผิดแก่จำเลยฐานกระทำโดยประมาทยังไม่ได้,1,1,0,-1,0,-1,-1,-1,0,-1,-1
853,1643/2554,2554,LB,1,"CC-288-00,CC-068-00","ตามพฤติการณ์ที่ผู้ตายยืนร้องตะโกนด่าอยู่หน้าบ้านแล้วจำเลยที่ 2 ออกไปแย่งอาวุธปืนแล้วตีศีรษะผู้ตายโดยแรงทันที แม้ข้างศพผู้ตายจะมีมีดปลายแหลมตกอยู่โดยจำเลยที่ 2 อ้างว่าเมื่อแย่งอาวุธปืนจากผู้ตายแล้วผู้ตายชักอาวุธมีดจะแทงจำเลยที่ 2 แต่การที่จำเลยที่ 2 ตะโกนว่า ""ทนไม่ไหวแล้วโว้ย"" แล้ววิ่งเข้าไปแย่งอาวุธปืนจากผู้ตายอันมีลักษณะเหมือนจะทำร้ายผู้ตาย <discr>จึงมีสภาพเสมือนจำเลยที่ 2 สมัครใจเข้าไปวิวาทกับผู้ตาย </discr>",ไม่อาจยกเอาการป้องกันสิทธิของตนขึ้นอ้างเพื่อลบล้างความผิดของตนได้,1,1,1,1,-1,1,0,0,1,0,-1
854,864/2554,2554,LB,1,"CC-288-00,CC-068-00",ในวันเกิดเหตุตอนเช้าเวลาประมาณ 10 นาฬิกา จำเลยที่ 1 มีเหตุชกต่อยกับผู้ตายมาก่อน มีอาจารย์เข้ามาห้ามแต่จำเลยที่ 1 กับพวกก็ยังคงไม่ยุติ ออกติดตามหากลุ่มของผู้ตายต่อไป <discr>แสดงให้เห็นว่าจำเลยที่ 1 กับพวก ยังต้องการพบผู้ตายด้วยสาเหตุอย่างหนึ่งอย่างใด มิฉะนั้นคงไม่ออกติดตาม</discr> จนกระทั่งมาพบผู้ตายตอนเย็นจำเลยที่ 1 ก็เดินเข้าไปหาผู้ตายทั้งๆ ที่ก็ทราบดีอยู่แล้วว่าจำเลยที่ 1 กับผู้ตายมีเหตุทะเลาะวิวาทกันในตอนเช้า <discr>การเดินเข้าไปหาผู้ตายในลักษณะดังกล่าวนั้น ย่อมเล็งเห็นผลแล้วจะต้องเกิดเหตุทะเลาะวิวาทอย่างหนึ่งอย่างใดอย่างแน่นอน ดังนั้น จำเลยที่ 1 จึงไม่ควรเข้าไปหาผู้ตายก่อน เพราะผู้ตายก็ยังมิได้ทำอะไรจำเลยที่ 1 ส่วนเหตุการณ์ในตอนเช้ายุติไปแล้วไม่มีเหตุการณ์ใดๆ ที่จำเลยที่ 1 จะต้องเดินเข้าไปหาผู้ตายอีก</discr> การที่จำเลยที่ 1 เดินเข้าไปหาผู้ตายโดยมีอาวุธปืนติดตัวเตรียมพร้อมมาด้วย<discr>จึงไม่มีทางฟังเป็นอย่างอื่น นอกจากต้องการมีเรื่องกับผู้ตายอีก การกระทำของจำเลยที่ 1 จึงเป็นการสมัครใจทะเลาะวิวาทกับผู้ตาย และเมื่อเป็นการสมัครใจวิวาทซึ่งกันและกันแล้ว</discr> การที่ผู้ตายยิงจำเลยที่ 1 และจำเลยที่ 1 ก็ยิงผู้ตายเช่นเดียวกัน,จึงหาอาจอ้างว่าเป็นการป้องกันตัวได้ไม่ ดังนั้น จำเลยที่ 1 จึงมีความผิดฐานฆ่าผู้อื่น,1,1,1,1,-1,1,0,0,1,0,-1
855,935/2554,2554,LB,1,"CC-297-00,CC-068-00",การที่จำเลยพกมีดปลายแหลมไปตามหาผู้เสียหายที่บ้าน เพราะโกรธผู้เสียหายที่ไปทำร้าย ส. บุตรเขยจำเลย เมื่อผู้เสียหายได้ยินจึงเดินออกจากบ้าน แล้วต่างฝ่ายต่างเดินเข้าหากัน ผู้เสียหายชกต่อยจำเลยไป 1 ครั้ง ขณะเดียวกันจำเลยก็ใช้มีดปลายแหลมแทงผู้เสียหายหลายครั้ง <discr>ตามพฤติการณ์ดังกล่าวย่อมแสดงให้เห็นว่าจำเลยสมัครใจวิวาทกับผู้เสียหาย จะอ้างเหตุว่าจำต้องกระทำเพื่อป้องกันตัวไม่ได้</discr>,การกระทำของจำเลยจึงไม่เป็นการป้องกันโดยชอบด้วยกฎหมาย,1,1,1,1,-1,1,0,0,1,0,-1
856,12009/2547,2547,LB,1,CC-300-00,การที่จำเลยไม่จัดให้มีโคมไฟสัญญาณแสงแดงที่ตอนปลายสุดของรถบรรทุก และจอดรถยนต์บรรทุกดังกล่าวที่ไม่ได้ติดตั้งโคมไฟสัญญาณแสงแดงไว้ข้างทางริมถนน เป็นเหตุให้ผู้เสียหายขับรถจักรยานยนต์ชน ทำให้ผู้เสียหายได้รับอันตรายสาหัสนั้น <discr>การกระทำของจำเลยที่ไม่ได้จัดให้มีโคมไฟสัญญาณ เป็นสาเหตุส่วนหนึ่งของการกระทำโดยประมาทเป็นเหตุให้ผู้อื่นได้รับอันตรายสาหัส</discr>,"การกระทำของจำเลยจึงเป็นกรรมเดียวเป็นความผิดต่อกฎหมายหลายบท ต้องใช้กฎหมายที่มีโทษหนักที่สุดลงโทษจำเลยตาม ป.อ. มาตรา 90 ที่ศาลอุทธรณ์ภาค 3 พิพากษาลงโทษจำเลยฐานประมาทเป็นเหตุให้ผู้อื่นได้รับอันตรายสาหัสและตาม ป.อ. มาตรา 300 และฐานไม่จัดโคมไฟสัญญาณแสงตาม พ.ร.บ. จราจรทางบกฯ มาตรา 61, 151 เป็นสองกรรม จึงไม่ถูกต้อง ศาลฎีกาเห็นสมควรแก้ไขเสียให้ถูกต้อง ปัญหาดังกล่าวเป็นข้อกฎหมายที่เกี่ยวกับความสงบเรียบร้อย ศาลฎีกายกขึ้นวินิจฉัยได้เองไม่มีคู่ความยกขึ้นฎีกาตาม ป.วิ.อ. มาตรา 195 วรรคสอง ประกอบมาตรา 225",1,1,1,-1,1,1,0,0,1,-1,-1
857,10895/2557,2557,LB,1,"CC-288-00,CC-068-00",สาเหตุที่มีการสมัครใจทำร้ายซึ่งกันและกันในเหตุการณ์ตอนแรก สืบเนื่องมาจาก ม. กับพวกเมาสุรามาก ก่อกวนลูกค้าโต๊ะอื่นในร้าน จนฝ่ายจำเลยซึ่งเป็นเจ้าหน้าที่รักษาความปลอดภัยอยู่หน้าร้านเข้าไปพา ม. มาพูดคุยที่บริเวณหน้าร้าน เกิดการโต้เถียงและทำร้ายกัน การทำร้ายก็มีแต่การชกต่อยและใช้ไม้กระบองหรือวัตถุอื่นตีซึ่งไม่อาจทำให้ถึงแก่ความตายได้ ต่างฝ่ายต่างไม่มีเจตนาทำร้ายให้ถึงแก่ความตายและมิได้มีเจตนาฆ่าแต่อย่างใด ส่วนสาเหตุที่มีการทำร้ายกันในเหตุกาณ์ตอนหลัง ก็มีแต่จำเลยที่ 1 ผู้เดียวต่อย ช. 1 ที กับตีเข่า 1 ที เท่านั้น จำเลยที่ 2 ส. ป. และ ร. ก็ดี จ. และ ม. ก็ดี ไม่ได้ร่วมหรือถูกทำร้ายร่างกายด้วย ซึ่งการที่จำเลยที่ 1 ต่อยและตีเข่า ช. ก็เห็นได้ว่าไม่มีเจตนาทำร้ายให้ถึงแก่ความตายและมิได้มีเจตนาฆ่าแต่อย่างใด จำเลยทั้งสองพกอาวุธปืนอยู่คนละกระบอกแต่ก็ไม่เคยชักอาวุธปืนออกมาก่อน ช่วงที่ ม. แอบไปเอาอาวุธปืนจากรถกระบะ จำเลยทั้งสองกับพวกไม่รู้เห็นจึงไม่ได้ระวังตัวว่าจะถูก ม. ยิง <discr>พฤติการณ์เช่นนี้เป็นที่เห็นได้ว่าจำเลยทั้งสองไม่อาจคาดหมายได้ว่าการที่จำเลยทั้งสองกับพวกทำร้ายร่างกายฝ่าย ม. จะมีผลถึงกับ ม. ต้องใช้อาวุธปืนยิง ย่อมถือไม่ได้ว่าการที่ ม. ใช้อาวุธปืนยิงเป็นผลจากการทำร้ายร่างกายของฝ่ายจำเลยโดยผิดกฎหมาย จำเลยทั้งสองย่อมอ้างเหตุป้องกันกรณีที่จำเลยทั้งสองยิง ม. ได้</discr> ทั้งก่อนที่จำเลยทั้งสองยิง ม. ม. จ่อยิงศีรษะ ส. ล้มทั้งยืน ยิง ร. ล้มลงกับพื้นยิง ป. ล้มลง ซึ่ง ป. ยืนอยู่ทิศทางเดียวกับจำเลยที่ 1 และ ช. กระสุนปืนไม่ถูกจำเลยที่ 1 แต่ถูก ช. พวกของ ม. สลบไป จำเลยทั้งสองจึงยิง ม. ทั้งปรากฏว่าขณะจำเลยทั้งสองยิง ม. อาวุธปืนที่ ม. ใช้ยิงยังมีกระสุนปืนอยู่ทั้งในแม็กกาซีน 2 นัด และในลำกล้อง 1 นัด กระสุนในลำกล้องจะขัดลำกล้องหรือไม่อยู่นอกเหนือความคาดหมายของจำเลยทั้งสอง <discr>เป็นพฤติการณ์ที่จำเลยทั้งสองเห็นว่าหากจำเลยทั้งสองไม่ยิงก็อาจถูก ม. ยิงเอาได้ จำเลยทั้งสองจำต้องยิงเพื่อป้องกันให้พ้นจากการถูก ม. ยิง และเป็นภยันตรายที่ใกล้จะถึงทั้งพอสมควรแก่เหตุ</discr>,การที่จำเลยทั้งสองยิง ม. เป็นการป้องกันโดยชอบด้วยกฎหมาย จำเลยทั้งสองไม่มีความผิดฐานร่วมกันฆ่าผู้อื่น ทั้งนี้ตามประมวลกฎหมายอาญา มาตรา 68,1,1,1,1,-1,1,1,-1,0,-1,-1
858,6594/2559,2559,LB,1,"CC-288-00,CC-080-00,CC-068-00",จำเลยที่ 3 ขับรถกระบะพาจำเลยที่ 2 มาตามหาผู้เสียหายในเวลาค่ำคืน แล้วใช้อาวุธปืนยิงบริเวณท้ายซอยห่างจากบ้านของผู้เสียหายและจำเลยที่ 1 ประมาณ 500 เมตร 1 นัด และยังใช้อาวุธปืนยิงบริเวณข้างบ้านจำเลยที่ 1 ซึ่งอยู่ใกล้บ้านผู้เสียหายและบ้านจำเลยที่ 1 แม้จำเลยที่ 2 จะอ้างว่า ยิงปืนขึ้นฟ้าเพื่อข่มขู่ <discr>แต่เป็นการกระทำโดยไม่มีเหตุสมควรอันเป็นการละเมิดต่อกฎหมาย</discr> การที่จำเลยที่ 1 กลับไปเอาอาวุธปืนลูกซองยาวของบิดาแล้วไปหลบซ่อนตัวกับผู้เสียหาย <discr>จะถือว่าจำเลยที่ 1 สมัครใจทะเลาะวิวาทกับจำเลยที่ 2 และที่ 3 หาได้ไม่ เพราะบริเวณที่จำเลยที่ 1 และผู้เสียหายหลบซ่อนตัว อยู่บริเวณข้างบ้านจำเลยที่ 1 จึงไม่มีความจำเป็นที่จำเลยที่ 1 จะหลบหนีไปที่ใด และมีสิทธิที่จะกระทำเพื่อป้องกันสิทธิของตนหากมีภยันตรายซึ่งเกิดจากการประทุษร้ายอันละเมิดต่อกฎหมายได้</discr> แม้ขณะที่จำเลยที่ 2 ใช้อาวุธปืนยิงในครั้งหลัง จำเลยที่ 2 จะไม่ทราบว่าผู้เสียหายและจำเลยที่ 1 หลบซ่อนบริเวณใด แต่ตามพฤติการณ์ที่จำเลยที่ 2 ใช้อาวุธปืนยิงถึงสองครั้งพร้อมทั้งท้าทายให้ผู้เสียหายออกมา <discr>ย่อมมีเหตุให้จำเลยที่ 1 เข้าใจได้ว่าหากจำเลยที่ 2 เห็นจำเลยที่ 1 และผู้เสียหาย จำเลยที่ 2 อาจใช้อาวุธปืนยิงบริเวณที่จำเลยที่ 1 และผู้เสียหายหลบซ่อนก็ได้ จึงถือว่าเป็นภยันตรายที่ใกล้จะถึง</discr> การที่จำเลยที่ 1 ใช้อาวุธปืนยิงไปทางจำเลยที่ 2 ทันทีหลังจากที่จำเลยที่ 2 ใช้อาวุธปืนยิงในครั้งหลัง <discr>ถือได้ว่าเป็นการป้องกันสิทธิของตนโดยชอบด้วยกฎหมายและพอสมควรแก่เหตุ</discr>,จำเลยที่ 1 จึงไม่มีความผิด,1,1,1,1,-1,1,1,-1,0,-1,-1
859,2813/2559,2559,F,1,"CC-328-02,CC-329-00",การเปิดบ่อนที่มีเจ้าพนักงานตำรวจชั้นผู้ใหญ่เข้าไปเกี่ยวข้องด้วย <discr>มิใช่เป็นเพียงข้อเท็จจริงที่ประชาชนโดยทั่วไปประสงค์จะทราบเท่านั้น เพราะเป็นที่รู้กันอยู่ทั่วไปว่า การพนันเป็นการมอมเมาประชาชนให้หลงในอบายมุข ก่อให้เกิดการกระทำความผิดอื่นตามมาเป็นลูกโซ่ มีผลกระทบต่อความสงบเรียบร้อยและศีลธรรมอันดีของประชาชน หากนายตำรวจชั้นผู้ใหญ่ซึ่งมีหน้าที่ควบคุมดูแลปราบปรามอาชญากรรมกลับมากระทำความผิดเสียเอง นอกจากจะนำมาซึ่งความเสื่อมศรัทธาต่อวงการราชการตำรวจแล้ว ยังมีผลกระทบต่อการปราบปรามอาชญากรรมอีกด้วย</discr> ที่จำเลยทั้งสองสัมภาษณ์ พล.ต.อ. ส. ประธานสอบข้อเท็จจริงกรณีบ่อนรัชดาซึ่งมีหน้าที่โดยตรง <discr>ก็เพื่อทำให้ข้อเท็จจริงที่ถูกต้องปรากฏ</discr> ไม่ปรากฏว่าจำเลยทั้งสองมีสาเหตุโกรธเคืองกับโจทก์มาก่อน <discr>เชื่อว่าจำเลยทั้งสองกระทำไปโดยสุจริต เป็นการติชมด้วยความเป็นธรรมซึ่งบุคคลหรือสิ่งใดอันเป็นวิสัยของประชาชนย่อมกระทำ</discr> แม้จะมีข้อความหมิ่นประมาท,การกระทำนั้นย่อมไม่เป็นความผิดตาม ป.อ. มาตรา 329 (3),1,1,1,1,-1,-1,1,-1,0,-1,-1
860,791/2502,2502,P,1,"CC-335-00,CC-083-00",จำเลยกับพวกได้พูดกับเจ้าของม้าขอลองกำลังม้า อ้างว่าเพื่อนของจำเลยจะซื้อ <discr>ดังนี้ สิทธิครอบครองยังคงอยู่กับเจ้าของม้า</discr> เจ้าของม้ายังไม่ทันอนุญาต จำเลยยัดเยียดส่งบังเหียนให้เพื่อนของจำเลยและพูดรับรอง ในทันใดนั้นเอง พวกของจำเลยก็ตีม้าเร่งฝีเท้าขี่หนีไปต่อหน้า <discr>ดังนี้ จึงเห็นว่า จำเลยมีเจตนาที่จะเอาทรัพย์นั้นไปโดยทุจริตแต่แรก</discr>,การกระทำของจำเลยกับพวกมีความผิดฐานลักทรัพย์,1,1,1,1,-1,-1,0,0,1,0,-1
861,798/2502,2502,P,1,CC-339-00,จำเลยเป็นพลตำรวจพูดว่า ถ้าผู้เสียหายไม่มอบเงินให้จำเลย ๆ จะเอาตัวส่งสถานีตำรวจในข้อหาฐานเล่นการพนันไม่ได้รับอนุญาต <discr>เพียงเท่านี้ก็ไม่ใช่เป็นการขู่เข็ญที่จะใช้กำลังประทุษร้ายอันเป็นความผิดฐานชิงทรัพย์ ตาม มาตรา 339</discr>,จำเลยไม่มีความผิดฐานชิงทรัพย์,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
862,798/2502,2502,P,2,CC-334-00,จำเลยเป็นพลตำรวจประจำสถานีตำรวจ มีหน้าที่จับกุมผู้กระทำผิดเพื่อส่งเจ้าพนักงานดำเนินคดี  จำเลยได้แกล้งจับกุมผู้เสียหายหาว่าเล่นการพนันไม่รับอนุญาต  และบังคับให้ขึ้นรถรับจ้างไปกับจำเลย  ในระหว่างทางจำเลยได้พูดข่มขืนใจผู้เสียหายเพื่อให้มอบเงินให้แก่จำเลย ถ้าไม่ให้เงินจำเลยจะเอาตัวส่งสถานีตำรวจ  แล้วจำเลยได้ค้นลักเงินของผู้เสียหายไป 120 บาท,"ดังนี้ การกระทำของจำเลยเป็นการละเมิดกฎหมายหลายบท คือ มาตรา 148,310,334ประมวลกฎหมายอาญา",1,1,1,1,-1,-1,0,0,1,0,-1
863,892/2502,2502,P,1,CC-335-00,ฟ้องโจทก์บรรยายว่า จำเลยลักโคซึ่งเป็นสัตว์พาหนะ และเป็นเครื่องมือประกอบกสิกรรมของเจ้าทรัพย์ไป เพียงเท่านั้น ,ยังไม่เป็นความผิดตามประมวลกฎหมายอาญา มาตรา 335 (12) เพราะขาดองค์ความผิดว่าเป็นโคของผู้มีอาชีพกสิกรรม,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
864,892/2502,2502,P,2,CC-334-00,ฟ้องโจทก์บรรยายว่า จำเลยลักโคซึ่งเป็นสัตว์พาหนะ และเป็นเครื่องมือประกอบกสิกรรมของเจ้าทรัพย์ไป เพียงเท่านั้น ,ยังไม่เป็นความผิดตามประมวลกฎหมายอาญา มาตรา 335 (12) เพราะขาดองค์ความผิดว่าเป็นโคของผู้มีอาชีพกสิกรรม,1,1,1,1,-1,-1,0,0,1,0,-1
865,1093/2507,2507,P,1,CC-334-00,โจทก์ฟ้องห้างหุ้นส่วนจำกัดจำเลยที่ 1 โดยจำเลยที่ 2 เป็นผู้จัดการ กับจำเลยที่ 3 ร่วมกันฉ้อโกงโดยหลอกลวงโจทก์ให้ทำสัญญาเช่าซื้อตัวรถยนต์จากจำเลยที่ 1 โจทก์หลงเชื่อลงนามสัญญาเช่าซื้อและได้ต่อตัวถังรถยนต์นั้นขึ้น  ต่อมาจำเลยที่ 1 ที่ 2 ร่วมกันลักรถยนต์ดังกล่าวซึ่งโจทก์เป็นเจ้าของตัวถังรถ  ศาลชั้นต้นและศาลอุทธรณ์พิพากษายกฟ้อง โจทก์ฎีกาขอให้ลงโทษจำเลยที่ 2 ฐานลักทรัพย์  <discr>ดังนี้ กรณีเป็นเรื่องเอาสังหาริมทรัพย์ของบุคคลหลายคนมารวมเข้ากันเป็นรถยนต์ชนิดมีตัวถังเป็นส่วนควบ ซึ่งตัวรถยนต์ของผู้ให้เช่าซื้ออาจถือได้ว่าเป็นทรัพย์ประธานตามประมวลกฎหมายแพ่งและพาณิชย์ มาตรา 1316วรรคหลัง  ผู้ให้เช่าซื้อซึ่งเป็นเจ้าของตัวรถยนต์จึงเป็นเจ้าของทรัพย์ที่รวมเข้ากันแต่ผู้เดียว  โจทก์หาใช่เป็นเจ้าของรวมอยู่ด้วยไม่  เมื่อผู้ให้เช่าซื้อเอารถยนต์นั้นไป จึงหาใช่เป็นการเอาทรัพย์ที่ผู้อื่นเป็นเจ้าของรวมอยู่ด้วยไปไม่</discr>,จึงไม่มีความผิดฐานลักทรัพย์เกิดขึ้น,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
866,207/2512,2512,P,1,"CC-334-00,CC-001(1)-00",ผู้เสียหายทำปากกาของตนตกอยู่ในบริเวณร้านขายกาแฟที่ผู้เสียหายขายของอยู่ ผู้เสียหายได้ออกไปขายขนมที่อื่นห่างเพียงประมาณ 1 เส้น เป็นเวลาไม่เกิน 5 นาที ก็รู้ว่าปากกาหายจึงรีบกลับไปค้นและสอบถาม ได้ความจาก ป. ว่าเป็นผู้เก็บปากกานั้นได้และถามหาเจ้าของ จำเลยอ้างว่าเป็นเจ้าของ ป. จึงมอบปากกาให้จำเลยไป ผู้เสียหายไปถามจำเลย จำเลยปฏิเสธ <discr>ดังนี้ ถือว่าทรัพย์ยังอยู่ในความยึดถือของผู้เสียหาย ไม่ใช่ทรัพย์ตกหายการที่มีผู้อื่นเก็บได้มิใช่จะทำให้ความยึดถือของผู้เสียหายขาดตอนไป จำเลยเอาไปจากผู้อื่น โดยรู้อยู่ว่าไม่ใช่ของตน จึงเป็นการเอาทรัพย์ของผู้เสียหายไปโดยทุจริต</discr>,ต้องด้วยความผิดฐานลักทรัพย์,1,1,1,1,-1,-1,0,0,1,0,-1
867,1684/2513,2513,P,1,CC-334-00,โจทก์ขุดลอกหนองน้ำสาธารณะเฉพาะบางส่วนเพื่อใช้น้ำและดักปลา โดยปลาเข้ามาในหนองในฤดูน้ำหลาก  แล้วติดอยู่กับหนองส่วนที่โจทก์ขุดลอก ออกไปไหนไม่ได้ในฤดูน้ำลด  เช่นนี้แม้ปลาจะออกจากหนองไม่ได้ในฤดูน้ำลด  <discr>ปลาก็ยังไม่เป็นของโจทก์</discr> จำเลยจับปลาในหนอง,จึงไม่มีความผิดฐานลักทรัพย์ (ประชุมใหญ่ ครั้งที่ 32/2513),1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
